Year,State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV
1999,Nevada,Beer,62261181.0,2801753,1541516,18175,1.0,1369202,20463,1.0,,47.0,2926276.0
1999,Nevada,All Beverages,,5764732,1541516,37397,1.0,1369202,42103,1.0,,,5567517.0
1999,New,Spirits,3933788.0,1616787,983082,16446,1.0,864526,18701,1.0,,365.0,1435833.0
1999,New,Wine,4919530.0,634619,983082,6455,1.0,864526,7341,1.0,,111.0,546068.0
1999,New,Beer,38781000.0,1745145,983082,17752,1.0,864526,20186,1.0,,47.0,1822707.0
1999,New,All Beverages,,3996551,983082,40653,1.0,864526,46228,1.0,,,3804608.0
1999,New,Spirits,12185320.0,5008167,6727882,7444,3.0,5999951,8347,3.0,,367.0,4472012.0
1999,New,Wine,24511882.0,3162033,6727882,4700,2.0,5999951,5270,2.0,,111.0,2720819.0
1999,New,Beer,144522000.0,6503490,6727882,9666,10.0,5999951,10839,10.0,,48.0,6937056.0
1999,New,All Beverages,,14673690,6727882,21810,6.0,5999951,24456,7.0,,,14129887.0
1999,New,Spirits,2035139.0,836442,1416532,5905,7.0,1214582,6887,7.0,,369.0,750966.0
1999,New,Wine,2726858.0,351765,1416532,2483,6.0,1214582,2896,6.0,,110.0,299954.0
1999,New,Beer,48022720.0,2161022,1416532,15256,2.0,1214582,17792,1.0,,46.0,2209045.0
1999,New,All Beverages,,3349229,1416532,23644,4.0,1214582,27575,4.0,,,3259965.0
1999,New,Spirits,20584834.0,8460367,15225049,5557,7.0,13438877,6295,7.0,,373.0,7678143.0
1999,New,Wine,43254172.0,5579788,15225049,3665,4.0,13438877,4152,4.0,,111.0,4801213.0
1999,New,Beer,314368478.0,14146582,15225049,9292,10.0,13438877,10527,10.0,,48.0,15089687.0
1999,New,All Beverages,,28186737,15225049,18513,9.0,13438877,20974,9.0,,,27569043.0
1999,North,Spirits,7996370.0,3286508,6428428,5112,9.0,5671768,5795,9.0,,382.0,3054613.0
1999,North,Wine,11878820.0,1532368,6428428,2384,6.0,5671768,2702,6.0,,117.0,1389822.0
1999,North,Beer,172949000.0,7782705,6428428,12107,6.0,5671768,13722,7.0,,48.0,8301552.0
1999,North,All Beverages,,12601581,6428428,19603,8.0,5671768,22218,8.0,,,12745987.0
1999,North,Spirits,988883.0,406431,522756,7775,3.0,447218,9088,2.0,,363.0,358965.0
1999,North,Wine,591837.0,76347,522756,1460,9.0,447218,1707,9.0,,110.0,65102.0
1999,North,Beer,17236000.0,775620,522756,14837,2.0,447218,17343,2.0,,46.0,792856.0
1999,North,All Beverages,,1258398,522756,24072,3.0,447218,28138,3.0,,,1216923.0
1999,Ohio,Spirits,8289073.0,3406809,9099432,3744,10.0,7956118,4282,10.0,,348.0,2884597.0
1999,Ohio,Wine,14456603.0,1864902,9099432,2049,7.0,7956118,2344,7.0,,113.0,1633596.0
1999,Ohio,Beer,266290000.0,11983050,9099432,13169,5.0,7956118,15061,5.0,,47.0,12515630.0
1999,Ohio,All Beverages,,17254761,9099432,18962,9.0,7956118,21687,9.0,,,17033823.0
1999,Oklahoma,Spirits,2964498.0,1218408,2754959,4423,10.0,2379054,5121,10.0,,377.0,1117616.0
1999,Oklahoma,Wine,2656336.0,342667,2754959,1244,10.0,2379054,1440,10.0,,115.0,305479.0
1999,Oklahoma,Beer,68059880.0,3062695,2754959,11117,9.0,2379054,12874,8.0,,46.0,3130754.0
1999,Oklahoma,All Beverages,,4623770,2754959,16783,10.0,2379054,19435,10.0,,,4553849.0
1999,Oregon,Spirits,4199294.0,1725910,2745850,6286,6.0,2406253,7173,6.0,,377.0,1583134.0
1999,Oregon,Wine,9204919.0,1187435,2745850,4324,3.0,2406253,4935,3.0,,110.0,1012541.0
1999,Oregon,Beer,73905154.0,3325732,2745850,12112,6.0,2406253,13821,6.0,,47.0,3473542.0
1999,Oregon,All Beverages,,6239076,2745850,22722,4.0,2406253,25929,5.0,,,6069217.0
1999,Pennsylvania,Spirits,11224773.0,4613382,10006286,4610,10.0,8823260,5229,10.0,,361.0,4052143.0
1999,Pennsylvania,Wine,15364643.0,1982039,10006286,1981,8.0,8823260,2246,8.0,,113.0,1736205.0
1999,Pennsylvania,Beer,281449000.0,12665205,10006286,12657,6.0,8823260,14354,6.0,,47.0,13228103.0
1999,Pennsylvania,All Beverages,,19260626,10006286,19249,8.0,8823260,21829,8.0,,,19016451.0
1999,Rhode,Spirits,1420182.0,583695,847245,6889,5.0,743423,7851,5.0,,348.0,494223.0
1999,Rhode,Wine,2984433.0,384992,847245,4544,2.0,743423,5179,2.0,,111.0,331272.0
1999,Rhode,Beer,21501111.0,967550,847245,11420,8.0,743423,13015,8.0,,47.0,1010552.0
1999,Rhode,All Beverages,,1936237,847245,22853,4.0,743423,26045,4.0,,,1836047.0
1999,South,Spirits,5602380.0,2302578,3193854,7209,4.0,2781929,8277,4.0,,383.0,2145711.0
1999,South,Wine,5335566.0,688288,3193854,2155,7.0,2781929,2474,7.0,,109.0,581577.0
1999,South,Beer,104904000.0,4720680,3193854,14781,2.0,2781929,16969,2.0,,47.0,4930488.0
1999,South,All Beverages,,7711546,3193854,24145,3.0,2781929,27720,3.0,,,7657776.0
1999,South,Spirits,1019105.0,418852,597167,7014,4.0,509984,8213,4.0,,371.0,378088.0
1999,South,Wine,640820.0,82666,597167,1384,9.0,509984,1621,9.0,,114.0,73053.0
1999,South,Beer,19003000.0,855135,597167,14320,3.0,509984,16768,3.0,,46.0,874138.0
1999,South,All Beverages,,1356653,597167,22718,5.0,509984,26602,4.0,,,1325279.0
1999,Tennessee,Spirits,5486556.0,2254975,4562851,4942,9.0,4009510,5624,9.0,,376.0,2062945.0
1999,Tennessee,Wine,5371946.0,692981,4562851,1519,8.0,4009510,1728,9.0,,110.0,590914.0
1999,Tennessee,Beer,120435000.0,5419575,4562851,11878,7.0,4009510,13517,7.0,,47.0,5660445.0
1999,Tennessee,All Beverages,,8367531,4562851,18338,9.0,4009510,20869,9.0,,,8314304.0
1999,Texas,Spirits,19017576.0,7816224,16011898,4882,9.0,13760723,5680,9.0,,386.0,7340784.0
1999,Texas,Wine,25386276.0,3274830,16011898,2045,7.0,13760723,2380,7.0,,110.0,2792490.0
1999,Texas,Beer,546353085.0,24585889,16011898,15355,1.0,13760723,17867,1.0,,46.0,25132242.0
1999,Texas,All Beverages,,35676942,16011898,22282,5.0,13760723,25927,5.0,,,35265516.0
1999,Utah,Spirits,1525869.0,627132,1653873,3792,10.0,1352577,4637,10.0,,352.0,537106.0
1999,Utah,Wine,1679706.0,216682,1653873,1310,9.0,1352577,1602,9.0,,110.0,184768.0
1999,Utah,Beer,27342000.0,1230390,1653873,7439,10.0,1352577,9097,10.0,,46.0,1257732.0
1999,Utah,All Beverages,,2074204,1653873,12541,10.0,1352577,15335,10.0,,,1979606.0
1999,Vermont,Spirits,744808.0,306116,492724,6213,6.0,429565,7126,6.0,,365.0,271855.0
1999,Vermont,Wine,1831151.0,236218,492724,4794,2.0,429565,5499,2.0,,109.0,199595.0
1999,Vermont,Beer,14477000.0,651465,492724,13222,5.0,429565,15166,5.0,,47.0,680419.0
1999,Vermont,All Beverages,,1193799,492724,24229,3.0,429565,27791,3.0,,,1151869.0
1999,Virginia,Spirits,6537436.0,2686886,5655607,4751,9.0,4983100,5392,9.0,,383.0,2503838.0
1999,Virginia,Wine,13875579.0,1789950,5655607,3165,5.0,4983100,3592,5.0,,109.0,1512438.0
1999,Virginia,Beer,147952614.0,6657868,5655607,11772,7.0,4983100,13361,7.0,,48.0,7101725.0
1999,Virginia,All Beverages,,11134704,5655607,19688,8.0,4983100,22345,8.0,,,11118001.0
1999,Washington,Spirits,7181150.0,2951452,4679324,6307,6.0,4087394,7221,6.0,,376.0,2700112.0
1999,Washington,Wine,14531618.0,1874579,4679324,4006,3.0,4087394,4586,3.0,,110.0,1598478.0
1999,Washington,Beer,115041000.0,5176845,4679324,11063,9.0,4087394,12665,9.0,,48.0,5521968.0
1999,Washington,All Beverages,,10002876,4679324,21377,7.0,4087394,24473,7.0,,,9820558.0
1999,West,Spirits,1371775.0,563799,1504363,3748,10.0,1323971,4258,10.0,,380.0,521274.0
1999,West,Wine,1141348.0,147234,1504363,979,10.0,1323971,1112,10.0,,110.0,125548.0
1999,West,Beer,40703000.0,1831635,1504363,12175,6.0,1323971,13834,6.0,,47.0,1913041.0
1999,West,All Beverages,,2542668,1504363,16902,10.0,1323971,19205,10.0,,,2559863.0
1999,Wisconsin,Spirits,9644064.0,3963710,4291921,9235,2.0,3724385,10643,2.0,,366.0,3529727.0
1999,Wisconsin,Wine,8709042.0,1123466,4291921,2618,6.0,3724385,3017,6.0,,111.0,966704.0
1999,Wisconsin,Beer,146162401.0,6577308,4291921,15325,1.0,3724385,17660,2.0,,47.0,6869633.0
1999,Wisconsin,All Beverages,,11664485,4291921,27178,2.0,3724385,31319,2.0,,,11366064.0
1999,Wyoming,Spirits,808488.0,332289,395233,8407,2.0,336867,9864,2.0,,362.0,292673.0
1999,Wyoming,Wine,665301.0,85824,395233,2171,7.0,336867,2548,7.0,,110.0,73183.0
1999,Wyoming,Beer,12422892.0,559030,395233,14144,3.0,336867,16595,3.0,,47.0,583876.0
1999,Wyoming,All Beverages,,977143,395233,24723,2.0,336867,29007,2.0,,,949732.0
1999,Northeast Region,Spirits,66685045.0,27407554,43189498,6346,,38211117,7173,,,367.0,24473412.0
1999,Northeast Region,Wine,126389455.0,16304239,43189498,3775,,38211117,4267,,,111.0,14029230.0
1999,Northeast Region,Beer,1023767003.0,46069515,43189498,10667,,38211117,12057,,,48.0,49140816.0
1999,Northeast Region,All Beverages,,89781308,43189498,20788,,38211117,23496,,,,87643458.0
1999,Midwest Region,Spirits,78326475.0,32192181,51268013,6279,,44621266,7215,,,355.0,27805899.0
1999,Midwest Region,Wine,93680751.0,12084817,51268013,2357,,44621266,2708,,,112.0,10492244.0
1999,Midwest Region,Beer,1470946578.0,66192596,51268013,12911,,44621266,14834,,,47.0,69134489.0
1999,Midwest Region,All Beverages,,110469594,51268013,21547,,44621266,24757,,,,107432632.0
1999,South Region,Spirits,116553094.0,47903321,79447703,6030,,69431469,6899,,,379.0,44173623.0
1999,South Region,Wine,151398465.0,19530402,79447703,2458,,69431469,2813,,,110.0,16653831.0
1999,South Region,Beer,2302751659.0,103623825,79447703,13043,,69431469,14925,,,47.0,108229328.0
1999,South Region,All Beverages,,171057547,79447703,21531,,69431469,24637,,,,169056782.0
1999,West Region,Spirits,78058243.0,32081937,49194609,6521,,42810862,7494,,,372.0,29037667.0
1999,West Region,Wine,163206194.0,21053599,49194609,4280,,42810862,4918,,,111.0,18115888.0
1999,West Region,Beer,1316136809.0,59226156,49194609,12039,,42810862,13834,,,47.0,61858430.0
1999,West Region,All Beverages,,112361692,49194609,22840,,42810862,26246,,,,109011985.0
1999,United States,Spirits,339622858.0,139584992,223099823,6257,,195074714,7155,,,370.0,125660457.0
1999,United States,Wine,534674865.0,68973056,223099823,3092,,195074714,3536,,,112.0,59883585.0
1999,United States,Beer,6113602049.0,275112092,223099823,12331,,195074714,14103,,,47.0,287339296.0
1999,United States,All Beverages,,483670141,223099823,21680,,195074714,24794,,,,472883338.0
2000,Alabama,Spirits,4484686.0,1843206,3586283,5140,9.0,3129348,5890,8.0,,384.0,1722119.0
2000,Alabama,Wine,4934062.0,636494,3586283,1775,8.0,3129348,2034,8.0,,113.0,557549.0
2000,Alabama,Beer,94530418.0,4253869,3586283,11861,7.0,3129348,13593,7.0,,47.0,4442930.0
2000,Alabama,All Beverages,,6733569,3586283,18776,9.0,3129348,21517,9.0,,,6722598.0
2000,Alaska,Spirits,1100188.0,452177,481493,9391,2.0,411433,10990,1.0,,362.0,398268.0
2000,Alaska,Wine,1399103.0,180484,481493,3748,4.0,411433,4387,3.0,,114.0,159498.0
2000,Alaska,Beer,14632000.0,658440,481493,13675,4.0,411433,16004,3.0,,47.0,687704.0
2000,Alaska,All Beverages,,1291101,481493,26815,2.0,411433,31381,2.0,,,1245470.0
2000,Arizona,Spirits,7055464.0,2899796,4079314,7109,4.0,3556992,8152,4.0,,369.0,2603466.0
2000,Arizona,Wine,9868745.0,1273068,4079314,3121,5.0,3556992,3579,5.0,,112.0,1105299.0
2000,Arizona,Beer,134336167.0,6045128,4079314,14819,2.0,3556992,16995,3.0,,46.0,6179464.0
2000,Arizona,All Beverages,,10217991,4079314,25048,3.0,3556992,28726,3.0,,,9888229.0
2000,Arkansas,Spirits,2795590.0,1148988,2156023,5329,8.0,1877664,6119,8.0,,360.0,1006412.0
2000,Arkansas,Wine,1993176.0,257120,2156023,1193,10.0,1877664,1369,10.0,,116.0,231208.0
2000,Arkansas,Beer,52053333.0,2342400,2156023,10864,9.0,1877664,12475,9.0,,47.0,2446507.0
2000,Arkansas,All Beverages,,3748508,2156023,17386,10.0,1877664,19964,10.0,,,3684127.0
2000,California,Spirits,41331718.0,16987336,26686458,6366,6.0,23233200,7312,6.0,,373.0,15416731.0
2000,California,Wine,100211096.0,12927231,26686458,4844,2.0,23233200,5564,2.0,,115.0,11524276.0
2000,California,Beer,663989000.0,29879505,26686458,11197,9.0,23233200,12861,9.0,,47.0,31207483.0
2000,California,All Beverages,,59794072,26686458,22406,5.0,23233200,25736,6.0,,,58148490.0
2000,Colorado,Spirits,7502856.0,3083674,3467312,8894,2.0,3032550,10169,2.0,,361.0,2708531.0
2000,Colorado,Wine,9844732.0,1269970,3467312,3663,4.0,3032550,4188,4.0,,111.0,1092765.0
2000,Colorado,Beer,103734494.0,4668052,3467312,13463,4.0,3032550,15393,4.0,,46.0,4771787.0
2000,Colorado,All Beverages,,9021696,3467312,26019,2.0,3032550,29750,2.0,,,8573083.0
2000,Connecticut,Spirits,4958658.0,2038008,2749300,7413,3.0,2444892,8336,3.0,,361.0,1790076.0
2000,Connecticut,Wine,10520531.0,1357149,2749300,4936,1.0,2444892,5551,2.0,,113.0,1188820.0
2000,Connecticut,Beer,57491047.0,2587097,2749300,9410,10.0,2444892,10582,10.0,,47.0,2702079.0
2000,Connecticut,All Beverages,,5982254,2749300,21759,6.0,2444892,24468,7.0,,,5680975.0
2000,Delaware,Spirits,1622054.0,666664,634573,10506,1.0,555872,11993,1.0,,365.0,592050.0
2000,Delaware,Wine,2382382.0,307327,634573,4843,2.0,555872,5529,2.0,,113.0,269209.0
2000,Delaware,Beer,19156047.0,862022,634573,13584,4.0,555872,15508,4.0,,47.0,900334.0
2000,Delaware,All Beverages,,1836014,634573,28933,1.0,555872,33029,1.0,,,1761593.0
2000,District,Spirits,1690622.0,694846,480040,14475,1.0,425617,16326,1.0,,385.0,650890.0
2000,District,Wine,2997466.0,386673,480040,8055,1.0,425617,9085,1.0,,114.0,341711.0
2000,District,Beer,14880000.0,669600,480040,13949,3.0,425617,15732,4.0,,47.0,699360.0
2000,District,All Beverages,,1751119,480040,36479,1.0,425617,41143,1.0,,,1691961.0
2000,Florida,Spirits,26615601.0,10939012,13215951,8277,3.0,11788132,9280,3.0,,372.0,9901004.0
2000,Florida,Wine,41510363.0,5354837,13215951,4052,3.0,11788132,4543,3.0,,112.0,4649161.0
2000,Florida,Beer,388795538.0,17495799,13215951,13238,5.0,11788132,14842,5.0,,47.0,18273390.0
2000,Florida,All Beverages,,33789648,13215951,25567,2.0,11788132,28664,3.0,,,32823555.0
2000,Georgia,Spirits,10999935.0,4520973,6522610,6931,5.0,5677245,7963,5.0,,381.0,4190975.0
2000,Georgia,Wine,12879402.0,1661443,6522610,2547,6.0,5677245,2926,6.0,,113.0,1455372.0
2000,Georgia,Beer,175615000.0,7902675,6522610,12116,6.0,5677245,13920,6.0,,47.0,8253905.0
2000,Georgia,All Beverages,,14085091,6522610,21594,7.0,5677245,24810,6.0,,,13900252.0
2000,Hawaii,Spirits,1434126.0,589426,983848,5991,7.0,869189,6781,7.0,,370.0,530627.0
2000,Hawaii,Wine,3001563.0,387202,983848,3936,3.0,869189,4455,3.0,,111.0,333173.0
2000,Hawaii,Beer,29064971.0,1307924,983848,13294,5.0,869189,15048,5.0,,46.0,1336989.0
2000,Hawaii,All Beverages,,2284551,983848,23221,4.0,869189,26284,5.0,,,2200789.0
2000,Idaho,Spirits,1292099.0,531053,1016849,5223,8.0,863782,6148,8.0,,373.0,481953.0
2000,Idaho,Wine,2734480.0,352748,1016849,3469,4.0,863782,4084,4.0,,111.0,303527.0
2000,Idaho,Beer,26040000.0,1171800,1016849,11524,8.0,863782,13566,7.0,,46.0,1197840.0
2000,Idaho,All Beverages,,2055601,1016849,20215,7.0,863782,23798,7.0,,,1983320.0
2000,Illinois,Spirits,15281043.0,6280509,9903407,6342,6.0,8646831,7263,6.0,,366.0,5592862.0
2000,Illinois,Wine,24662918.0,3181516,9903407,3213,4.0,8646831,3679,4.0,,116.0,2860898.0
2000,Illinois,Beer,282188660.0,12698490,9903407,12822,6.0,8646831,14686,5.0,,47.0,13262867.0
2000,Illinois,All Beverages,,22160515,9903407,22377,6.0,8646831,25628,6.0,,,21716627.0
2000,Indiana,Spirits,7260573.0,2984096,4870765,6127,7.0,4230470,7054,7.0,,363.0,2635588.0
2000,Indiana,Wine,7737875.0,998186,4870765,2049,8.0,4230470,2360,8.0,,113.0,874380.0
2000,Indiana,Beer,125490406.0,5647068,4870765,11594,8.0,4230470,13349,7.0,,47.0,5898049.0
2000,Indiana,All Beverages,,9629350,4870765,19770,8.0,4230470,22762,8.0,,,9408017.0
2000,Iowa,Spirits,2863445.0,1176876,2371254,4963,9.0,2053526,5731,9.0,,361.0,1033704.0
2000,Iowa,Wine,2352958.0,303532,2371254,1280,10.0,2053526,1478,10.0,,111.0,261178.0
2000,Iowa,Beer,71322575.0,3209516,2371254,13535,4.0,2053526,15629,4.0,,45.0,3209516.0
2000,Iowa,All Beverages,,4689923,2371254,19778,8.0,2053526,22838,8.0,,,4504398.0
2000,Kansas,Spirits,2767936.0,1137622,2146413,5300,8.0,1851211,6145,8.0,,363.0,1004761.0
2000,Kansas,Wine,2504784.0,323117,2146413,1505,9.0,1851211,1745,9.0,,110.0,275526.0
2000,Kansas,Beer,54126000.0,2435670,2146413,11348,8.0,1851211,13157,8.0,,46.0,2489796.0
2000,Kansas,All Beverages,,3896409,2146413,18153,9.0,1851211,21048,9.0,,,3770083.0
2000,Kentucky,Spirits,4234331.0,1740310,3280788,5305,8.0,2873290,6057,8.0,,373.0,1579405.0
2000,Kentucky,Wine,3498470.0,451303,3280788,1376,9.0,2873290,1571,9.0,,112.0,391829.0
2000,Kentucky,Beer,78151000.0,3516795,3280788,10719,9.0,2873290,12240,9.0,,47.0,3673097.0
2000,Kentucky,All Beverages,,5708408,3280788,17400,10.0,2873290,19867,10.0,,,5644331.0
2000,Louisiana,Spirits,6043429.0,2483849,3543788,7009,4.0,3033030,8189,4.0,,371.0,2242112.0
2000,Louisiana,Wine,6158611.0,794461,3543788,2242,7.0,3033030,2619,7.0,,118.0,726716.0
2000,Louisiana,Beer,119288000.0,5367960,3543788,15148,2.0,3033030,17698,2.0,,46.0,5487248.0
2000,Louisiana,All Beverages,,8646270,3543788,24398,3.0,3033030,28507,3.0,,,8456076.0
2000,Maine,Spirits,1735418.0,713257,1049743,6795,5.0,925870,7704,5.0,,358.0,621280.0
2000,Maine,Wine,3100901.0,400016,1049743,3811,3.0,925870,4320,4.0,,112.0,347301.0
2000,Maine,Beer,27187000.0,1223415,1049743,11654,7.0,925870,13214,8.0,,47.0,1277789.0
2000,Maine,All Beverages,,2336688,1049743,22260,6.0,925870,25238,6.0,,,2246370.0
2000,Maryland,Spirits,7735431.0,3179262,4249934,7481,3.0,3749713,8479,3.0,,377.0,2916257.0
2000,Maryland,Wine,10008708.0,1291123,4249934,3038,5.0,3749713,3443,5.0,,114.0,1140993.0
2000,Maryland,Beer,97753993.0,4398930,4249934,10351,10.0,3749713,11731,10.0,,47.0,4594438.0
2000,Maryland,All Beverages,,8869315,4249934,20869,7.0,3749713,23653,7.0,,,8651688.0
2000,Massachusetts,Spirits,11031124.0,4533792,5185297,8744,2.0,4597828,9861,2.0,,360.0,3971205.0
2000,Massachusetts,Wine,20634770.0,2661885,5185297,5134,1.0,4597828,5789,1.0,,113.0,2331729.0
2000,Massachusetts,Beer,133989649.0,6029534,5185297,11628,7.0,4597828,13114,8.0,,47.0,6297513.0
2000,Massachusetts,All Beverages,,13225212,5185297,25505,2.0,4597828,28764,2.0,,,12600447.0
2000,Michigan,Spirits,13217089.0,5432224,7936545,6845,5.0,6925627,7844,5.0,,370.0,4890323.0
2000,Michigan,Wine,14757634.0,1903735,7936545,2399,6.0,6925627,2749,6.0,,115.0,1697128.0
2000,Michigan,Beer,212412000.0,9558540,7936545,12044,6.0,6925627,13802,6.0,,47.0,9983364.0
2000,Michigan,All Beverages,,16894499,7936545,21287,7.0,6925627,24394,7.0,,,16570815.0
2000,Minnesota,Spirits,8358854.0,3435489,3947736,8702,2.0,3424461,10032,2.0,,368.0,3076058.0
2000,Minnesota,Wine,7917664.0,1021379,3947736,2587,6.0,3424461,2983,6.0,,111.0,878861.0
2000,Minnesota,Beer,108478269.0,4881522,3947736,12365,6.0,3424461,14255,6.0,,47.0,5098479.0
2000,Minnesota,All Beverages,,9338390,3947736,23655,4.0,3424461,27270,4.0,,,9053398.0
2000,Mississippi,Spirits,3322900.0,1365712,2253573,6060,7.0,1927457,7086,7.0,,379.0,1259379.0
2000,Mississippi,Wine,1893530.0,244265,2253573,1084,10.0,1927457,1267,10.0,,118.0,223437.0
2000,Mississippi,Beer,71486000.0,3216870,2253573,14275,3.0,1927457,16690,3.0,,47.0,3359842.0
2000,Mississippi,All Beverages,,4826847,2253573,21419,7.0,1927457,25043,6.0,,,4842658.0
2000,Missouri,Spirits,7301977.0,3001113,4510168,6654,5.0,3929927,7637,5.0,,357.0,2606806.0
2000,Missouri,Wine,8143893.0,1050562,4510168,2329,6.0,3929927,2673,6.0,,115.0,936548.0
2000,Missouri,Beer,135246310.0,6086084,4510168,13494,4.0,3929927,15487,4.0,,47.0,6356577.0
2000,Missouri,All Beverages,,10137759,4510168,22478,5.0,3929927,25796,5.0,,,9899931.0
2000,Montana,Spirits,1211734.0,498023,732280,6801,5.0,633168,7866,5.0,,372.0,450765.0
2000,Montana,Wine,1640688.0,211649,732280,2890,5.0,633168,3343,5.0,,112.0,183757.0
2000,Montana,Beer,25575000.0,1150875,732280,15716,1.0,633168,18176,1.0,,47.0,1202025.0
2000,Montana,All Beverages,,1860547,732280,25408,2.0,633168,29385,2.0,,,1836547.0
2000,Nebraska,Spirits,2060591.0,846903,1370964,6177,6.0,1182928,7159,6.0,,357.0,735631.0
2000,Nebraska,Wine,1791155.0,231059,1370964,1685,8.0,1182928,1953,8.0,,113.0,202401.0
2000,Nebraska,Beer,43943240.0,1977446,1370964,14424,3.0,1182928,16717,3.0,,47.0,2065332.0
2000,Nebraska,All Beverages,,3055408,1370964,22287,6.0,1182928,25829,5.0,,,3003364.0
2000,Nevada,Spirits,4913438.0,2019423,1608032,12558,1.0,1426520,14156,1.0,,370.0,1817972.0
2000,Nevada,Wine,7744839.0,999084,1608032,6213,1.0,1426520,7004,1.0,,115.0,890657.0
2000,Nevada,Beer,64055326.0,2882490,1608032,17926,1.0,1426520,20206,1.0,,46.0,2946545.0
2000,Nevada,All Beverages,,5900997,1608032,36697,1.0,1426520,41366,1.0,,,5655174.0
2000,New,Spirits,3967567.0,1630670,1000460,16299,1.0,878895,18554,1.0,,365.0,1448162.0
2000,New,Wine,5054273.0,652001,1000460,6517,1.0,878895,7418,1.0,,114.0,576187.0
2000,New,Beer,39463000.0,1775835,1000460,17750,1.0,878895,20205,1.0,,47.0,1854761.0
2000,New,All Beverages,,4058506,1000460,40566,1.0,878895,46177,1.0,,,3879110.0
2000,New,Spirits,12560800.0,5162489,6784547,7609,3.0,6047481,8537,3.0,,365.0,4584692.0
2000,New,Wine,24630535.0,3177339,6784547,4683,2.0,6047481,5254,2.0,,113.0,2783250.0
2000,New,Beer,145638000.0,6553710,6784547,9660,10.0,6047481,10837,10.0,,47.0,6844986.0
2000,New,All Beverages,,14893538,6784547,21952,6.0,6047481,24628,7.0,,,14212928.0
2000,New,Spirits,2113055.0,868466,1432211,6064,7.0,1229715,7062,7.0,,367.0,775491.0
2000,New,Wine,2771296.0,357497,1432211,2496,6.0,1229715,2907,6.0,,113.0,313156.0
2000,New,Beer,48624179.0,2188088,1432211,15278,2.0,1229715,17793,1.0,,46.0,2236712.0
2000,New,All Beverages,,3414051,1432211,23838,4.0,1229715,27763,4.0,,,3325359.0
2000,New,Spirits,21656907.0,8900989,15341325,5802,7.0,13532763,6577,7.0,,372.0,8056369.0
2000,New,Wine,44839789.0,5784333,15341325,3770,4.0,13532763,4274,4.0,,113.0,5066896.0
2000,New,Beer,313158478.0,14092132,15341325,9186,10.0,13532763,10413,10.0,,48.0,15031607.0
2000,New,All Beverages,,28777453,15341325,18758,9.0,13532763,21265,9.0,,,28154872.0
2000,North,Spirits,8203234.0,3371529,6532775,5161,8.0,5760480,5853,9.0,,381.0,3125432.0
2000,North,Wine,12637579.0,1630248,6532775,2495,6.0,5760480,2830,6.0,,119.0,1503872.0
2000,North,Beer,176700000.0,7951500,6532775,12172,6.0,5760480,13804,6.0,,47.0,8304900.0
2000,North,All Beverages,,12953277,6532775,19828,8.0,5760480,22486,8.0,,,12934204.0
2000,North,Spirits,1002983.0,412226,522577,7888,3.0,447126,9219,3.0,,364.0,365086.0
2000,North,Wine,591066.0,76247,522577,1459,9.0,447126,1705,9.0,,112.0,66199.0
2000,North,Beer,17037504.0,766688,522577,14671,2.0,447126,17147,2.0,,46.0,783725.0
2000,North,All Beverages,,1255161,522577,24019,4.0,447126,28072,3.0,,,1215010.0
2000,Ohio,Spirits,8542100.0,3510803,9132808,3844,10.0,7986948,4396,10.0,,348.0,2972651.0
2000,Ohio,Wine,14660857.0,1891251,9132808,2071,7.0,7986948,2368,7.0,,116.0,1700659.0
2000,Ohio,Beer,267003000.0,12015135,9132808,13156,5.0,7986948,15043,5.0,,47.0,12549141.0
2000,Ohio,All Beverages,,17417189,9132808,19071,9.0,7986948,21807,9.0,,,17222451.0
2000,Oklahoma,Spirits,2998356.0,1232324,2774054,4442,10.0,2397273,5141,10.0,,376.0,1127382.0
2000,Oklahoma,Wine,2672203.0,344714,2774054,1243,10.0,2397273,1438,10.0,,117.0,312648.0
2000,Oklahoma,Beer,69006000.0,3105270,2774054,11194,9.0,2397273,12953,9.0,,46.0,3174276.0
2000,Oklahoma,All Beverages,,4682308,2774054,16879,10.0,2397273,19532,10.0,,,4614306.0
2000,Oregon,Spirits,4308716.0,1770882,2778042,6375,6.0,2435687,7271,6.0,,376.0,1620077.0
2000,Oregon,Wine,9409069.0,1213770,2778042,4369,3.0,2435687,4983,3.0,,113.0,1063225.0
2000,Oregon,Beer,74312719.0,3344072,2778042,12038,7.0,2435687,13729,7.0,,47.0,3492698.0
2000,Oregon,All Beverages,,6328724,2778042,22781,5.0,2435687,25983,5.0,,,6176000.0
2000,Pennsylvania,Spirits,11575888.0,4757690,10039919,4739,10.0,8847081,5378,10.0,,361.0,4178895.0
2000,Pennsylvania,Wine,15644423.0,2018131,10039919,2010,8.0,8847081,2281,8.0,,115.0,1799109.0
2000,Pennsylvania,Beer,286874000.0,12909330,10039919,12858,5.0,8847081,14592,6.0,,47.0,13483078.0
2000,Pennsylvania,All Beverages,,19685150,10039919,19607,8.0,8847081,22250,8.0,,,19461082.0
2000,Rhode,Spirits,1460526.0,600276,856626,7007,4.0,750041,8003,4.0,,345.0,503882.0
2000,Rhode,Wine,3033246.0,391289,856626,4568,2.0,750041,5217,2.0,,113.0,342757.0
