Year,State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV
1982,Wisconsin,Spirits,9545000.0,3922995,3742437,10482,4.0,3145975,12470,4.0,,394.0,3760730.0
1982,Wisconsin,Wine,8784000.0,1133136,3742437,3028,6.0,3145975,3602,5.0,,123.0,1080432.0
1982,Wisconsin,Beer,161932000.0,7286940,3742437,19471,1.0,3145975,23163,1.0,,48.0,7772736.0
1982,Wisconsin,All Beverages,,12343071,3742437,32981,2.0,3145975,39234,2.0,,,12613898.0
1982,Wyoming,Spirits,1113000.0,457443,380509,12022,2.0,322915,14166,2.0,,397.0,441861.0
1982,Wyoming,Wine,699000.0,90171,380509,2370,6.0,322915,2792,6.0,,120.0,83880.0
1982,Wyoming,Beer,15054000.0,677430,380509,17803,2.0,322915,20979,2.0,,48.0,722592.0
1982,Wyoming,All Beverages,,1225044,380509,32195,3.0,322915,37937,2.0,,,1248333.0
1982,Northeast Region,Spirits,102948000.0,42311628,40099007,10552,,34121983,12400,,,399.0,41076252.0
1982,Northeast Region,Wine,133238000.0,17187702,40099007,4286,,34121983,5037,,,124.0,16521512.0
1982,Northeast Region,Beer,1168578000.0,52586010,40099007,13114,,34121983,15411,,,48.0,56091744.0
1982,Northeast Region,All Beverages,,112085340,40099007,27952,,34121983,32848,,,,113689508.0
1982,Midwest Region,Spirits,99114000.0,40735854,46342054,8790,,39175527,10398,,,400.0,39645600.0
1982,Midwest Region,Wine,97435000.0,12569115,46342054,2712,,39175527,3208,,,125.0,12179375.0
1982,Midwest Region,Beer,1465679000.0,65955555,46342054,14232,,39175527,16836,,,48.0,70352592.0
1982,Midwest Region,All Beverages,,119260524,46342054,25735,,39175527,30443,,,,122177567.0
1982,South Region,Spirits,141741000.0,58255551,61803339,9426,,52271859,11145,,,408.0,57830328.0
1982,South Region,Wine,111696000.0,14408784,61803339,2331,,52271859,2757,,,124.0,13850304.0
1982,South Region,Beer,1880124000.0,84605580,61803339,13689,,52271859,16186,,,48.0,90245952.0
1982,South Region,All Beverages,,157269915,61803339,25447,,52271859,30087,,,,161926584.0
1982,West Region,Spirits,95316000.0,39174876,35664638,10984,,30419606,12878,,,400.0,38126400.0
1982,West Region,Wine,164038000.0,21160902,35664638,5933,,30419606,6956,,,121.0,19848598.0
1982,West Region,Beer,1139817000.0,51291765,35664638,14382,,30419606,16861,,,48.0,54711216.0
1982,West Region,All Beverages,,111627543,35664638,31299,,30419606,36696,,,,112686214.0
1982,United States,Spirits,439119000.0,180477909,183909038,9813,,155988975,11570,,,402.0,176525838.0
1982,United States,Wine,506407000.0,65326503,183909038,3552,,155988975,4188,,,123.0,62288061.0
1982,United States,Beer,5654198000.0,254438910,183909038,13835,,155988975,16311,,,48.0,271401504.0
1982,United States,All Beverages,,500243322,183909038,27201,,155988975,32069,,,,510215403.0
1983,Alabama,Spirits,5400000.0,2219400,3088856,7185,9.0,2609345,8506,9.0,,411.0,2219400.0
1983,Alabama,Wine,4067000.0,524643,3088856,1699,9.0,2609345,2011,9.0,,120.0,488040.0
1983,Alabama,Beer,69597000.0,3131865,3088856,10139,10.0,2609345,12002,10.0,,47.0,3271059.0
1983,Alabama,All Beverages,,5875908,3088856,19023,10.0,2609345,22519,10.0,,,5978499.0
1983,Alaska,Spirits,1470000.0,604170,365673,16522,1.0,307150,19670,1.0,,385.0,565950.0
1983,Alaska,Wine,1673000.0,215817,365673,5902,1.0,307150,7026,1.0,,133.0,222509.0
1983,Alaska,Beer,13906000.0,625770,365673,17113,2.0,307150,20373,2.0,,47.0,653582.0
1983,Alaska,All Beverages,,1445757,365673,39537,1.0,307150,47070,1.0,,,1442041.0
1983,Arizona,Spirits,5640000.0,2318040,2339262,9909,6.0,2000127,11589,6.0,,397.0,2239080.0
1983,Arizona,Wine,7842000.0,1011618,2339262,4325,4.0,2000127,5058,4.0,,124.0,972408.0
1983,Arizona,Beer,83067000.0,3738015,2339262,15979,2.0,2000127,18689,2.0,,47.0,3904149.0
1983,Arizona,All Beverages,,7067673,2339262,30213,3.0,2000127,35336,4.0,,,7115637.0
1983,Arkansas,Spirits,2800000.0,1150800,1815799,6338,10.0,1544104,7453,10.0,,406.0,1136800.0
1983,Arkansas,Wine,1794000.0,231426,1815799,1275,10.0,1544104,1499,10.0,,143.0,256542.0
1983,Arkansas,Beer,41704000.0,1876680,1815799,10335,10.0,1544104,12154,10.0,,47.0,1960088.0
1983,Arkansas,All Beverages,,3258906,1815799,17948,10.0,1544104,21105,10.0,,,3353430.0
1983,California,Spirits,54304000.0,22318944,20238325,11028,3.0,17391552,12833,4.0,,395.0,21450080.0
1983,California,Wine,116592000.0,15040368,20238325,7432,1.0,17391552,8648,1.0,,118.0,13757856.0
1983,California,Beer,612224000.0,27550080,20238325,13613,6.0,17391552,15841,6.0,,47.0,28774528.0
1983,California,All Beverages,,64909392,20238325,32073,2.0,17391552,37322,2.0,,,63982464.0
1983,Colorado,Spirits,6767000.0,2781237,2475367,11236,3.0,2122950,13101,3.0,,396.0,2679732.0
1983,Colorado,Wine,8750000.0,1128750,2475367,4560,3.0,2122950,5317,3.0,,119.0,1041250.0
1983,Colorado,Beer,86398000.0,3887910,2475367,15706,3.0,2122950,18314,3.0,,47.0,4060706.0
1983,Colorado,All Beverages,,7797897,2475367,31502,3.0,2122950,36731,2.0,,,7781688.0
1983,Connecticut,Spirits,7719000.0,3172509,2598565,12209,2.0,2217607,14306,2.0,,389.0,3002691.0
1983,Connecticut,Wine,9826000.0,1267554,2598565,4878,3.0,2217607,5716,3.0,,121.0,1188946.0
1983,Connecticut,Beer,63297000.0,2848365,2598565,10961,10.0,2217607,12844,10.0,,47.0,2974959.0
1983,Connecticut,All Beverages,,7288428,2598565,28048,5.0,2217607,32866,5.0,,,7166596.0
1983,Delaware,Spirits,1594000.0,655134,484730,13515,1.0,410770,15949,1.0,,394.0,628036.0
1983,Delaware,Wine,1328000.0,171312,484730,3534,4.0,410770,4171,4.0,,125.0,166000.0
1983,Delaware,Beer,16665000.0,749925,484730,15471,3.0,410770,18257,3.0,,47.0,783255.0
1983,Delaware,All Beverages,,1576371,484730,32521,2.0,410770,38376,2.0,,,1577291.0
1983,District,Spirits,3533000.0,1452063,535269,27128,1.0,468235,31011,1.0,,406.0,1434398.0
1983,District,Wine,4344000.0,560376,535269,10469,1.0,468235,11968,1.0,,120.0,521280.0
1983,District,Beer,17937000.0,807165,535269,15080,3.0,468235,17238,4.0,,47.0,843039.0
1983,District,All Beverages,,2819604,535269,52676,1.0,468235,60218,1.0,,,2798717.0
1983,Florida,Spirits,26478000.0,10882458,8902764,12224,2.0,7790373,13969,2.0,,402.0,10644156.0
1983,Florida,Wine,27077000.0,3492933,8902764,3923,4.0,7790373,4484,4.0,,117.0,3168009.0
1983,Florida,Beer,306191000.0,13778595,8902764,15477,3.0,7790373,17687,3.0,,47.0,14390977.0
1983,Florida,All Beverages,,28153986,8902764,31624,2.0,7790373,36139,3.0,,,28203142.0
1983,Georgia,Spirits,11523000.0,4735953,4483360,10563,4.0,3779220,12532,4.0,,406.0,4678338.0
1983,Georgia,Wine,7626000.0,983754,4483360,2194,7.0,3779220,2603,7.0,,121.0,922746.0
1983,Georgia,Beer,113960000.0,5128200,4483360,11438,9.0,3779220,13569,9.0,,47.0,5356120.0
1983,Georgia,All Beverages,,10847907,4483360,24196,7.0,3779220,28704,7.0,,,10957204.0
1983,Hawaii,Spirits,2180000.0,895980,795048,11270,3.0,679380,13188,3.0,,395.0,861100.0
1983,Hawaii,Wine,2727000.0,351783,795048,4425,3.0,679380,5178,3.0,,117.0,319059.0
1983,Hawaii,Beer,33313000.0,1499085,795048,18855,1.0,679380,22065,1.0,,47.0,1565711.0
1983,Hawaii,All Beverages,,2746848,795048,34549,1.0,679380,40432,1.0,,,2745870.0
1983,Idaho,Spirits,1368000.0,562248,730325,7699,8.0,617268,9109,8.0,,398.0,544464.0
1983,Idaho,Wine,1713000.0,220977,730325,3026,5.0,617268,3580,5.0,,115.0,196995.0
1983,Idaho,Beer,23572000.0,1060740,730325,14524,4.0,617268,17184,5.0,,47.0,1107884.0
1983,Idaho,All Beverages,,1843965,730325,25249,7.0,617268,29873,7.0,,,1849343.0
1983,Illinois,Spirits,22703000.0,9330933,9026268,10338,5.0,7691781,12131,5.0,,396.0,8990388.0
1983,Illinois,Wine,24545000.0,3166305,9026268,3508,4.0,7691781,4116,4.0,,124.0,3043580.0
1983,Illinois,Beer,287532000.0,12938940,9026268,14335,5.0,7691781,16822,5.0,,47.0,13514004.0
1983,Illinois,All Beverages,,25436178,9026268,28180,4.0,7691781,33069,5.0,,,25547972.0
1983,Indiana,Spirits,7616000.0,3130176,4282854,7309,8.0,3630665,8621,8.0,,398.0,3031168.0
1983,Indiana,Wine,6234000.0,804186,4282854,1878,8.0,3630665,2215,8.0,,126.0,785484.0
1983,Indiana,Beer,121986000.0,5489370,4282854,12817,7.0,3630665,15119,7.0,,47.0,5733342.0
1983,Indiana,All Beverages,,9423732,4282854,22003,8.0,3630665,25956,8.0,,,9549994.0
1983,Iowa,Spirits,3590000.0,1475490,2271948,6494,10.0,1938378,7612,10.0,,392.0,1407280.0
1983,Iowa,Wine,2230000.0,287670,2271948,1266,10.0,1938378,1484,10.0,,119.0,265370.0
1983,Iowa,Beer,70748000.0,3183660,2271948,14013,5.0,1938378,16424,5.0,,47.0,3325156.0
1983,Iowa,All Beverages,,4946820,2271948,21773,8.0,1938378,25520,8.0,,,4997806.0
1983,Kansas,Spirits,2982000.0,1225602,1910113,6416,10.0,1644166,7454,10.0,,402.0,1198764.0
1983,Kansas,Wine,1898000.0,244842,1910113,1282,10.0,1644166,1489,10.0,,124.0,235352.0
1983,Kansas,Beer,50943000.0,2292435,1910113,12002,8.0,1644166,13943,8.0,,47.0,2394321.0
1983,Kansas,All Beverages,,3762879,1910113,19700,9.0,1644166,22886,9.0,,,3828437.0
1983,Kentucky,Spirits,4919000.0,2021709,2899563,6972,9.0,2452851,8242,9.0,,406.0,1997114.0
1983,Kentucky,Wine,2757000.0,355653,2899563,1227,10.0,2452851,1450,10.0,,128.0,352896.0
1983,Kentucky,Beer,73099000.0,3289455,2899563,11345,9.0,2452851,13411,9.0,,47.0,3435653.0
1983,Kentucky,All Beverages,,5666817,2899563,19544,9.0,2452851,23103,9.0,,,5785663.0
1983,Louisiana,Spirits,8394000.0,3449934,3362670,10260,5.0,2800464,12319,5.0,,405.0,3399570.0
1983,Louisiana,Wine,7991000.0,1030839,3362670,3066,5.0,2800464,3681,5.0,,127.0,1014857.0
1983,Louisiana,Beer,107497000.0,4837365,3362670,14385,5.0,2800464,17273,4.0,,47.0,5052359.0
1983,Louisiana,All Beverages,,9318138,3362670,27711,5.0,2800464,33274,4.0,,,9466786.0
1983,Maine,Spirits,2284000.0,938724,911889,10294,5.0,773533,12136,5.0,,387.0,883908.0
1983,Maine,Wine,2044000.0,263676,911889,2892,6.0,773533,3409,6.0,,117.0,239148.0
1983,Maine,Beer,26786000.0,1205370,911889,13218,7.0,773533,15583,7.0,,47.0,1258942.0
1983,Maine,All Beverages,,2407770,911889,26404,6.0,773533,31127,6.0,,,2381998.0
1983,Maryland,Spirits,10238000.0,4207818,3492658,12048,2.0,2962619,14203,2.0,,399.0,4084962.0
1983,Maryland,Wine,9368000.0,1208472,3492658,3460,4.0,2962619,4079,4.0,,124.0,1161632.0
1983,Maryland,Beer,104020000.0,4680900,3492658,13402,6.0,2962619,15800,6.0,,47.0,4888940.0
1983,Maryland,All Beverages,,10097190,3492658,28910,4.0,2962619,34082,4.0,,,10135534.0
1983,Massachusetts,Spirits,13964000.0,5739204,4781816,12002,2.0,4083287,14055,2.0,,384.0,5362176.0
1983,Massachusetts,Wine,18260000.0,2355540,4781816,4926,3.0,4083287,5769,3.0,,122.0,2227720.0
1983,Massachusetts,Beer,144181000.0,6488145,4781816,13568,6.0,4083287,15890,6.0,,47.0,6776507.0
1983,Massachusetts,All Beverages,,14582889,4781816,30497,3.0,4083287,35714,3.0,,,14366403.0
1983,Michigan,Spirits,16882000.0,6938502,7111268,9757,6.0,5995543,11573,6.0,,394.0,6651508.0
1983,Michigan,Wine,15417000.0,1988793,7111268,2797,6.0,5995543,3317,6.0,,122.0,1880874.0
1983,Michigan,Beer,214925000.0,9671625,7111268,13600,6.0,5995543,16131,6.0,,47.0,10101475.0
1983,Michigan,All Beverages,,18598920,7111268,26154,6.0,5995543,31021,6.0,,,18633857.0
1983,Minnesota,Spirits,8744000.0,3593784,3270458,10989,4.0,2780993,12923,3.0,,395.0,3453880.0
1983,Minnesota,Wine,6825000.0,880425,3270458,2692,6.0,2780993,3166,6.0,,120.0,819000.0
1983,Minnesota,Beer,99992000.0,4499640,3270458,13758,6.0,2780993,16180,5.0,,47.0,4699624.0
1983,Minnesota,All Beverages,,8973849,3270458,27439,6.0,2780993,32269,5.0,,,8972504.0
1983,Mississippi,Spirits,3800000.0,1561800,1952885,7997,7.0,1618258,9651,7.0,,408.0,1550400.0
1983,Mississippi,Wine,1636000.0,211044,1952885,1081,10.0,1618258,1304,10.0,,132.0,215952.0
1983,Mississippi,Beer,51882000.0,2334690,1952885,11955,8.0,1618258,14427,8.0,,47.0,2438454.0
1983,Mississippi,All Beverages,,4107534,1952885,21033,9.0,1618258,25382,9.0,,,4204806.0
1983,Missouri,Spirits,7496000.0,3080856,3937471,7824,8.0,3373057,9134,8.0,,398.0,2983408.0
1983,Missouri,Wine,6846000.0,883134,3937471,2243,6.0,3373057,2618,7.0,,129.0,883134.0
1983,Missouri,Beer,120419000.0,5418855,3937471,13762,5.0,3373057,16065,6.0,,47.0,5659693.0
1983,Missouri,All Beverages,,9382845,3937471,23830,8.0,3373057,27817,8.0,,,9526235.0
1983,Montana,Spirits,1520000.0,624720,631242,9897,6.0,537459,11624,6.0,,391.0,594320.0
1983,Montana,Wine,1555000.0,200595,631242,3178,5.0,537459,3732,5.0,,118.0,183490.0
1983,Montana,Beer,25231000.0,1135395,631242,17987,1.0,537459,21125,1.0,,47.0,1185857.0
1983,Montana,All Beverages,,1960710,631242,31061,3.0,537459,36481,3.0,,,1963667.0
1983,Nebraska,Spirits,2409000.0,990099,1243589,7962,7.0,1065441,9293,8.0,,395.0,951555.0
1983,Nebraska,Wine,2027000.0,261483,1243589,2103,8.0,1065441,2454,8.0,,121.0,245267.0
1983,Nebraska,Beer,41589000.0,1871505,1243589,15049,4.0,1065441,17566,3.0,,47.0,1954683.0
1983,Nebraska,All Beverages,,3123087,1243589,25113,7.0,1065441,29313,7.0,,,3151505.0
1983,Nevada,Spirits,4263000.0,1752093,721258,24292,1.0,622743,28135,1.0,,396.0,1688148.0
1983,Nevada,Wine,4385000.0,565665,721258,7843,1.0,622743,9083,1.0,,118.0,517430.0
1983,Nevada,Beer,31494000.0,1417230,721258,19649,1.0,622743,22758,1.0,,47.0,1480218.0
1983,Nevada,All Beverages,,3734988,721258,51784,1.0,622743,59976,1.0,,,3685796.0
1983,New,Spirits,4405000.0,1810455,768717,23552,1.0,656271,27587,1.0,,389.0,1713545.0
1983,New,Wine,3365000.0,434085,768717,5647,1.0,656271,6614,1.0,,121.0,407165.0
1983,New,Beer,37088000.0,1668960,768717,21711,1.0,656271,25431,1.0,,47.0,1743136.0
1983,New,All Beverages,,3913500,768717,50910,1.0,656271,59632,1.0,,,3863846.0
1983,New,Spirits,16747000.0,6883017,6095951,11291,3.0,5208766,13214,3.0,,394.0,6598318.0
1983,New,Wine,24491000.0,3159339,6095951,5183,2.0,5208766,6065,2.0,,122.0,2987902.0
1983,New,Beer,163219000.0,7344855,6095951,12049,8.0,5208766,14101,8.0,,47.0,7671293.0
1983,New,All Beverages,,17387211,6095951,28523,4.0,5208766,33381,4.0,,,17257513.0
1983,New,Spirits,2523000.0,1036953,1061429,9769,6.0,887571,11683,6.0,,394.0,994062.0
1983,New,Wine,2569000.0,331401,1061429,3122,5.0,887571,3734,5.0,,127.0,326263.0
1983,New,Beer,40482000.0,1821690,1061429,17163,2.0,887571,20524,2.0,,47.0,1902654.0
1983,New,All Beverages,,3190044,1061429,30054,4.0,887571,35941,3.0,,,3222979.0
1983,New,Spirits,36866000.0,15151926,14380577,10536,4.0,12288983,12330,5.0,,398.0,14672668.0
1983,New,Wine,54069000.0,6974901,14380577,4850,3.0,12288983,5676,3.0,,122.0,6596418.0
1983,New,Beer,394026000.0,17731170,14380577,12330,8.0,12288983,14429,8.0,,47.0,18519222.0
1983,New,All Beverages,,39857997,14380577,27717,5.0,12288983,32434,5.0,,,39788308.0
1983,North,Spirits,9489000.0,3899979,4863574,8019,7.0,4131928,9439,7.0,,410.0,3890490.0
1983,North,Wine,8186000.0,1055994,4863574,2171,7.0,4131928,2556,7.0,,135.0,1105110.0
1983,North,Beer,119478000.0,5376510,4863574,11055,9.0,4131928,13012,9.0,,47.0,5615466.0
1983,North,All Beverages,,10332483,4863574,21245,9.0,4131928,25006,9.0,,,10611066.0
1983,North,Spirits,1347000.0,553617,525740,10530,5.0,446353,12403,4.0,,390.0,525330.0
1983,North,Wine,707000.0,91203,525740,1735,8.0,446353,2043,8.0,,121.0,85547.0
1983,North,Beer,17379000.0,782055,525740,14875,4.0,446353,17521,4.0,,47.0,816813.0
1983,North,All Beverages,,1426875,525740,27140,6.0,446353,31967,6.0,,,1427690.0
1983,Ohio,Spirits,13433000.0,5520963,8498106,6497,9.0,7238540,7627,9.0,,392.0,5265736.0
1983,Ohio,Wine,14281000.0,1842249,8498106,2168,7.0,7238540,2545,7.0,,125.0,1785125.0
1983,Ohio,Beer,256889000.0,11560005,8498106,13603,6.0,7238540,15970,6.0,,47.0,12073783.0
1983,Ohio,All Beverages,,18923217,8498106,22268,8.0,7238540,26142,8.0,,,19124644.0
1983,Oklahoma,Spirits,4831000.0,1985541,2580029,7696,8.0,2208561,8990,8.0,,403.0,1946893.0
1983,Oklahoma,Wine,3169000.0,408801,2580029,1584,9.0,2208561,1851,9.0,,128.0,405632.0
1983,Oklahoma,Beer,59914000.0,2696130,2580029,10450,10.0,2208561,12208,10.0,,47.0,2815958.0
1983,Oklahoma,All Beverages,,5090472,2580029,19730,9.0,2208561,23049,9.0,,,5168483.0
1983,Oregon,Spirits,4372000.0,1796892,2102573,8546,7.0,1819606,9875,7.0,,401.0,1753172.0
1983,Oregon,Wine,8620000.0,1111980,2102573,5289,2.0,1819606,6111,2.0,,119.0,1025780.0
1983,Oregon,Beer,61457000.0,2765565,2102573,13153,7.0,1819606,15199,7.0,,47.0,2888479.0
1983,Oregon,All Beverages,,5674437,2102573,26988,6.0,1819606,31185,6.0,,,5667431.0
1983,Pennsylvania,Spirits,15740000.0,6469140,9637938,6712,9.0,8269280,7823,9.0,,395.0,6217300.0
1983,Pennsylvania,Wine,16522000.0,2131338,9637938,2211,7.0,8269280,2577,7.0,,125.0,2065250.0
1983,Pennsylvania,Beer,303042000.0,13636890,9637938,14149,5.0,8269280,16491,5.0,,47.0,14242974.0
1983,Pennsylvania,All Beverages,,22237368,9637938,23073,8.0,8269280,26892,8.0,,,22525524.0
1983,Rhode,Spirits,2036000.0,836796,786705,10637,4.0,673348,12427,4.0,,385.0,783860.0
1983,Rhode,Wine,3069000.0,395901,786705,5032,2.0,673348,5880,2.0,,124.0,380556.0
1983,Rhode,Beer,25800000.0,1161000,786705,14758,4.0,673348,17242,4.0,,47.0,1212600.0
1983,Rhode,All Beverages,,2393697,786705,30427,3.0,673348,35549,3.0,,,2377016.0
1983,South,Spirits,6275000.0,2579025,2532942,10182,5.0,2124845,12137,5.0,,407.0,2553925.0
1983,South,Wine,3984000.0,513936,2532942,2029,8.0,2124845,2419,8.0,,124.0,494016.0
1983,South,Beer,71285000.0,3207825,2532942,12664,8.0,2124845,15097,7.0,,47.0,3350395.0
1983,South,All Beverages,,6300786,2532942,24875,7.0,2124845,29653,7.0,,,6398336.0
1983,South,Spirits,1252000.0,514572,536982,9583,6.0,456148,11281,6.0,,392.0,490784.0
1983,South,Wine,717000.0,92493,536982,1722,8.0,456148,2028,8.0,,127.0,91059.0
1983,South,Beer,15642000.0,703890,536982,13108,7.0,456148,15431,7.0,,47.0,735174.0
1983,South,All Beverages,,1310955,536982,24413,7.0,456148,28740,7.0,,,1317017.0
1983,Tennessee,Spirits,6286000.0,2583546,3708833,6966,9.0,3164439,8164,9.0,,404.0,2539544.0
1983,Tennessee,Wine,4069000.0,524901,3708833,1415,9.0,3164439,1659,9.0,,124.0,504556.0
1983,Tennessee,Beer,91262000.0,4106790,3708833,11073,9.0,3164439,12978,9.0,,47.0,4289314.0
1983,Tennessee,All Beverages,,7215237,3708833,19454,10.0,3164439,22801,10.0,,,7333414.0
1983,Texas,Spirits,23342000.0,9593562,12149523,7896,8.0,10288313,9325,7.0,,407.0,9500194.0
1983,Texas,Wine,25557000.0,3296853,12149523,2714,6.0,10288313,3204,6.0,,119.0,3041283.0
1983,Texas,Beer,463463000.0,20855835,12149523,17166,2.0,10288313,20271,2.0,,47.0,21782761.0
1983,Texas,All Beverages,,33746250,12149523,27776,5.0,10288313,32801,5.0,,,34324238.0
1983,Utah,Spirits,1358000.0,558138,1100143,5073,10.0,916915,6087,10.0,,389.0,528262.0
1983,Utah,Wine,1192000.0,153768,1100143,1398,9.0,916915,1677,9.0,,121.0,144232.0
1983,Utah,Beer,21783000.0,980235,1100143,8910,10.0,916915,10691,10.0,,47.0,1023801.0
1983,Utah,All Beverages,,1692141,1100143,15381,10.0,916915,18455,10.0,,,1696295.0
1983,Vermont,Spirits,1215000.0,499365,416480,11990,2.0,353527,14125,2.0,,391.0,475065.0
1983,Vermont,Wine,1615000.0,208335,416480,5002,2.0,353527,5893,2.0,,118.0,190570.0
1983,Vermont,Beer,14193000.0,638685,416480,15335,3.0,353527,18066,3.0,,47.0,667071.0
1983,Vermont,All Beverages,,1346385,416480,32328,2.0,353527,38084,2.0,,,1332706.0
1983,Virginia,Spirits,8974000.0,3688314,4479522,8234,7.0,3807377,9687,7.0,,408.0,3661392.0
1983,Virginia,Wine,9310000.0,1200990,4479522,2681,6.0,3807377,3154,6.0,,116.0,1079960.0
1983,Virginia,Beer,146351000.0,6585795,4479522,14702,4.0,3807377,17297,4.0,,47.0,6878497.0
1983,Virginia,All Beverages,,11475099,4479522,25617,6.0,3807377,30139,6.0,,,11619849.0
1983,Washington,Spirits,7784000.0,3199224,3414554,9369,6.0,2939117,10885,6.0,,399.0,3105816.0
1983,Washington,Wine,14210000.0,1833090,3414554,5368,2.0,2939117,6237,2.0,,119.0,1690990.0
1983,Washington,Beer,97601000.0,4392045,3414554,12863,7.0,2939117,14943,8.0,,47.0,4587247.0
1983,Washington,All Beverages,,9424359,3414554,27601,5.0,2939117,32065,6.0,,,9384053.0
1983,West,Spirits,1820000.0,748020,1535973,4870,10.0,1311219,5705,10.0,,404.0,735280.0
1983,West,Wine,1535000.0,198015,1535973,1289,9.0,1311219,1510,9.0,,122.0,187270.0
1983,West,Beer,38953000.0,1752885,1535973,11412,9.0,1311219,13368,9.0,,47.0,1830791.0
1983,West,All Beverages,,2698920,1535973,17571,10.0,1311219,20583,10.0,,,2753341.0
1983,Wisconsin,Spirits,9801000.0,4028211,3747536,10749,4.0,3174372,12690,4.0,,389.0,3812589.0
1983,Wisconsin,Wine,9744000.0,1256976,3747536,3354,5.0,3174372,3960,5.0,,121.0,1179024.0
1983,Wisconsin,Beer,161669000.0,7275105,3747536,19413,1.0,3174372,22918,1.0,,47.0,7598443.0
1983,Wisconsin,All Beverages,,12560292,3747536,33516,2.0,3174372,39568,2.0,,,12590056.0
1983,Wyoming,Spirits,1025000.0,421275,380837,11062,3.0,324434,12985,3.0,,391.0,400775.0
1983,Wyoming,Wine,659000.0,85011,380837,2232,7.0,324434,2620,6.0,,119.0,78421.0
1983,Wyoming,Beer,14205000.0,639225,380837,16785,2.0,324434,19703,2.0,,47.0,667635.0
1983,Wyoming,All Beverages,,1145511,380837,30079,4.0,324434,35308,4.0,,,1146831.0
1983,Northeast Region,Spirits,100976000.0,41501136,40378638,10278,,34524602,12021,,,393.0,39683568.0
1983,Northeast Region,Wine,133261000.0,17190669,40378638,4257,,34524602,4979,,,122.0,16257842.0
1983,Northeast Region,Beer,1171632000.0,52723440,40378638,13057,,34524602,15271,,,47.0,55066704.0
1983,Northeast Region,All Beverages,,111415245,40378638,27593,,34524602,32271,,,,111008114.0
1983,Midwest Region,Spirits,98255000.0,40382805,46362333,8710,,39435437,10240,,,395.0,38810725.0
1983,Midwest Region,Wine,91471000.0,11799759,46362333,2545,,39435437,2992,,,124.0,11342404.0
